41400123,160045
41400124,498216
41400125,211948
41400126,908409
41400127,434302
41400128,731979
41400129,909361
41400130,820436
41400131,162008
41400132,205672
41400118,770065
41400119,177382
41400120,911074
41400121,341572
41400122,455677
41400113,286406
41400114,659543
41400115,217941
41400116,713731
41400117,152427
